wavelength_nm,case_1,case_2,case_3,case_4,case_5
1549.0000000000002,0.02292338426403175,0.013106093038740843,0.009452919008621864,0.020467258494512308,0.024196514188769787
1549.0039062500002,0.020582849214850256,0.01661452341597689,0.00804418073891975,0.019219843738111957,0.027410632830559015
1549.0078125,0.019836771052034238,0.013756536317675778,0.009910731280998229,0.019568366281583375,0.0263543976678866
1549.01171875,0.02404737752100257,0.015469895160662564,0.00804418073891975,0.024103855158548772,0.026111230923096265
1549.0156250000002,0.024254931674989162,0.01315793415384009,0.011332052418507238,0.02117179889404813,0.029666498630461724
1549.01953125,0.024830015606153374,0.014770609102863368,0.009928736632269364,0.01806075165751858,0.0281583781159701
1549.0234375,0.02432833388486879,0.015538491133473786,0.010949451800273229,0.022861470558165876,0.02913688470364227
1549.0273437500002,0.02740421265884513,0.018716179368715426,0.011835785860200376,0.02400098762043775,0.030517782747194456
1549.0313720703127,0.023019805038950316,0.01595956267986703,0.011800817682552565,0.02436216616557216,0.030337284087050324
1549.0352783203127,0.024803401284036873,0.015807811355677458,0.013315971951511988,0.022205619543247696,0.02833715738532233
1549.0391845703125,0.02014974260164656,0.016808372657031587,0.012145148774098728,0.022626397928520302,0.027698375006558758
1549.0430908203125,0.023248954462329385,0.01768509091660344,0.014548513051791036,0.022408716436116183,0.027568321999415207
1549.0469970703127,0.022372533778653333,0.01731601142745922,0.014713365924849578,0.021855728680311753,0.028794904071895652
1549.0509033203125,0.02311896042615526,0.016427973634729795,0.012581120036056433,0.02304405442276871,0.02958924877306767
1549.0548095703125,0.021865601983964228,0.019571413151149686,0.012503572490272185,0.020305041210102626,0.028277685652231002
1549.0587158203127,0.022361278795870996,0.015244024837822417,0.015675217261091706,0.022794049304206226,0.028282239894645553
1549.0626220703127,0.022431915381419993,0.017886113982351605,0.01712322874116516,0.024923152833038663,0.029410348307294856
1549.0665283203125,0.024101465956576567,0.01670417083602247,0.01764938887893558,0.024475870825251718,0.028572851514270248
1549.0704345703125,0.020232800947146926,0.01658071267734945,0.017523088669274635,0.020986520386093895,0.030137588328582092
1549.0743408203127,0.02318495507482231,0.017690794468398836,0.017610942647952075,0.023515301264437724,0.02740184939457717
1549.0782470703125,0.018693572691128098,0.0203331768727315,0.01458825133955002,0.027940700704929468,0.02687221381147463
1549.0821533203125,0.021602677159961486,0.01900540888721726,0.01753298516101875,0.0249838983301892,0.024475468877027045
1549.0860595703127,0.022285756766321715,0.020008366031461,0.018460163898759326,0.02604478004822476,0.028402071995659292
1549.0899658203127,0.01932510617315321,0.018617095389837184,0.014279163583280366,0.02387153931512047,0.02347279938765925
1549.0939941406252,0.0196721766843458,0.020239441335265396,0.012455467333461725,0.024203825232904857,0.023346436417472357
1549.097900390625,0.023739808170816046,0.021422387190253973,0.014431625663709202,0.02554269858066876,0.028380972860436903
1549.101806640625,0.019214695915949147,0.020164780652814858,0.01516938971702703,0.02487724295382882,0.02700624738025896
1549.1057128906252,0.02319176881187774,0.02045015750822784,0.01559301199091953,0.022475338000127153,0.028672815711237573
1549.109619140625,0.023517417476957375,0.019403359073411813,0.014027755586678601,0.026959591125014074,0.024404582718888755
1549.113525390625,0.020744436480454043,0.021874322134169587,0.015894265599978384,0.025862200081309614,0.023804647186237867
1549.1174316406252,0.022605641289570023,0.022398205486472297,0.012406959888398511,0.024833668130216514,0.02650246536509401
1549.121337890625,0.023103428057908413,0.02061624061314565,0.013741103383438254,0.026644199575838995,0.025187782598907565
1549.125244140625,0.024650566130872784,0.020935419791228545,0.010515954620471276,0.02266539163253075,0.026210712902659753
1549.1291503906252,0.021229620541757012,0.02184477549664013,0.012280483502212102,0.02596112554034697,0.028294898617449618
1549.1330566406252,0.021451268198113153,0.021849023704358546,0.015582177026649307,0.02496296168562076,0.028453432168548565
1549.136962890625,0.02375830425567411,0.02184688889437545,0.013542869081180959,0.02539561948330754,0.03038384204842604
1549.140869140625,0.02427938566647186,0.021947627026657406,0.011585081816070888,0.027540830418703942,0.02647317632997067
1549.1447753906252,0.02652345505133448,0.025757627829878983,0.014210200059481218,0.025794405365525165,0.026064792860972654
1549.148681640625,0.025151449461439598,0.024496452492241808,0.013826152810068746,0.024283228605328534,0.027645767096723103
1549.152587890625,0.029473313781695834,0.023440096965696808,0.016914221379446467,0.02495253918881143,0.028638272952119726
1549.1566162109375,0.028870697856251806,0.025670015565701313,0.014178418909176517,0.024470393111427235,0.030590114623532016
1549.1605224609377,0.026389515566135002,0.02640619120724283,0.012951644492321186,0.024263896613041652,0.027711310198945217
1549.1644287109377,0.026096007939052073,0.027390803009443014,0.013836464105475572,0.0268546701467886,0.02590861436302437
1549.1683349609375,0.027905977020402782,0.025090154590565985,0.014036951623713843,0.0276364368912647,0.025587029984578253
1549.1722412109375,0.028483348583368512,0.02540592182562651,0.01518160959315585,0.02648911547082007,0.027006667920414458
1549.1761474609377,0.029661785295906448,0.02559707507101212,0.0153318818267938,0.025450176638402676,0.02850196825459715
1549.1800537109375,0.03158027931018695,0.02539217618613953,0.0163444836269877,0.026431707476402923,0.026483525285214672
1549.1839599609375,0.02954338308732955,0.02577427996628079,0.011988142076205346,0.02695816327612413,0.02687319220520632
1549.1878662109377,0.03033632375246343,0.027176134583227075,0.014790127285533913,0.026891262487706444,0.02730974206110267
1549.1917724609377,0.031982629071251434,0.024152656766328245,0.013862367786426105,0.027068199708460576,0.027776073961763823
1549.1956787109375,0.029573893689278895,0.026380763679602022,0.014617798175674032,0.029859384085217378,0.02721240893102997
1549.1995849609375,0.030475949286232457,0.026887331528884013,0.013797760890259893,0.026252575917722485,0.024718935286360995
1549.2034912109377,0.030544538673678498,0.020823051426289547,0.015072394654659881,0.026902984331136515,0.02382341107469812
1549.2073974609375,0.029151080920141893,0.023843372549151302,0.012942682606721122,0.027040949636740502,0.027069683728205313
1549.2113037109375,0.029525778616805512,0.020885980455134047,0.013737591173930978,0.02549283570761279,0.026540429605323688
1549.2152099609377,0.02683395007694194,0.02116940377235617,0.013949437126848045,0.02574513446506797,0.02575466916261903
1549.2192382812502,0.0259337418155083,0.020441275509710012,0.013376551069662611,0.023217903622533113,0.026915779222355257
1549.2231445312502,0.024990963702967595,0.019174540983006777,0.01532977231887334,0.023612811873270745,0.02618574386528077
1549.22705078125,0.026821954342549626,0.016612563244313594,0.014476037873889774,0.024620476915744774,0.02437745546754515
1549.23095703125,0.026670378499200488,0.01578382842749942,0.012730199877436149,0.023665106853205796,0.022825968122205133
1549.2348632812502,0.025370454675933032,0.014118359504678046,0.01286746776417176,0.021643197080221315,0.023379072797079598
1549.23876953125,0.028207777308923966,0.01570010920885747,0.01569268230248598,0.023399011292607824,0.02442993623636773
1549.24267578125,0.024752989664377546,0.016130809491727245,0.013071742671293709,0.021889731936346496,0.021309789693850244
1549.2465820312502,0.028349661256260997,0.014568212244453507,0.012438149151023734,0.017362347615129788,0.02661432636103385
1549.2504882812502,0.021479983779250623,0.015231926098343628,0.011013617588685553,0.022324400164769886,0.025222315072331573
